Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	TPA_HF.pEF_U10.1	TPA_HF.pEF_U10.2	TPA_HF.pEF_U11.1	TPA_HF.pEF_U11.2	TPA_HF.pEF_U16.1	TPA_HF.pEF_U16.2	TPA_HF.pEF_U2.1	TPA_HF.pEF_U2.2	TPA_HF.pEF_U24.1	TPA_HF.pEF_U24.2	TPA_HF.pEF_U4.1	TPA_HF.pEF_U4.2	TPA_HF.pEF_U5.1	TPA_HF.pEF_U5.2	TPA_HF.pEF_U8.1	TPA_HF.pEF_U8.2	TPA_HF.pEF_U9.1	TPA_HF.pEF_U9.2	TPA_HF.rEF_U30.1	TPA_HF.rEF_U30.2	TPA_HF.rEF_U34.1	TPA_HF.rEF_U34.2	TPA_HF.rEF_U37.1	TPA_HF.rEF_U37.2	TPA_HF.rEF_U39.1	TPA_HF.rEF_U39.2	TPA_HF.rEF_U42.1	TPA_HF.rEF_U42.2	TPA_HF.rEF_U46.1	TPA_HF.rEF_U46.2	TPA_HF.rEF_U48.1	TPA_HF.rEF_U48.2	TPA_HF.rEF_U53.1	TPA_HF.rEF_U53.2	TPA_Ctrl_U57.1	TPA_Ctrl_U57.2	TPA_Ctrl_U59.1	TPA_Ctrl_U59.2	TPA_Ctrl_U60.1	TPA_Ctrl_U60.2	TPA_Ctrl_U62.1	TPA_Ctrl_U62.2	TPA_Ctrl_U64.1	TPA_Ctrl_U64.2	TPA_Ctrl_U65.1	TPA_Ctrl_U65.2	TPA_Ctrl_U66.1	TPA_Ctrl_U66.2	TPA_Ctrl_U67.1	TPA_Ctrl_U67.2	TPA_Ctrl_U68.1	TPA_Ctrl_U68.2	TPA_Ctrl_U71.1	TPA_Ctrl_U71.2
"A0A7I2V659;A0A087WVQ9;Q5VTE0;P68104;A0A7I2V3H3;A0A7I2V5N4;A0A087WV01;A0A2U3TZH3;Q05639;A0A2R8Y488;Q5JR01;A0A2R8Y660;A6PW80;A0A6Q8PFK6;A0A2R8YDN5"	"A0A7I2V659;A0A087WVQ9;Q5VTE0;P68104;A0A7I2V3H3;A0A7I2V5N4;A0A087WV01;A0A2U3TZH3;Q05639"	"13;13;13;13;11;11;9;7;7;4;3;3;2;1;1"	"13;13;13;13;11;11;9;7;7;4;3;3;2;1;1"	"13;13;13;13;11;11;9;7;7;4;3;3;2;1;1"	"Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha 1;Elongation factor 1-alpha;Elongation factor 1-alpha 2"	"EEF1A1;EEF1A1P5;EEF1A2"	5.962323621	7.511914375	23.34302379	23.03387176	0.367853116	0.637780037	1.357751629	3.423976862	3.287914099	3.328344109	1.630166281	1.205318581	3.270772039	3.281360739	10.47559865	10.88350752	2.955524654	5.106019847	6.264759962	5.207422012	4.594413518	5.157826144	9.826208172	9.990928905	2.547031323	2.051033315	13.04719377	15.3759247	12.64323736	12.00049444	7.394971273	7.371003004	13.46303782	13.85503753	2.453453769	3.693812761	3.05758834	4.603584463	12.4881628	7.224305176	5.757587213	5.059114627	2.870230908	4.292743387	5.365329435	7.677992707	3.213177415	2.66145574	11.27379361	4.828561564	10.50315028	11.64134764	7.772851212	7.165191914
Q9Y5Y7	Q9Y5Y7	8	8	8	Lymphatic vessel endothelial hyaluronic acid receptor 1	LYVE1	14.58072027	20.91341564	9.783543029	10.49865051	8.548371767	8.893688933	18.95531915	21.10445353	6.651526068	5.295262432	18.05267689	29.20631993	33.23601473	33.6894483	4.169005977	3.869020061	16.6373886	19.11580969	16.89930584	13.5586243	9.645248595	8.939328904	10.01019583	13.20571611	29.86411744	20.4064554	16.37296968	14.99347922	2.051471617	1.795728414	3.704314215	3.967432905	13.6851442	13.57084176	6.073820086	12.8568123	13.34919893	37.93560164	19.04518362	7.467407709	37.08196192	33.82513828	2.217963023	3.529277033	10.6509024	10.15701676	23.65492444	23.92215595	11.34511113	6.858537122	22.04796388	20.73087966	16.35913694	14.21456286
"P00558-2;P00558;P07205"	"P00558-2;P00558"	"10;10;2"	"10;10;2"	"10;10;2"	Phosphoglycerate kinase 1	PGK1	5.397560074	8.277570363	22.09514755	22.95616415	1.470450801	2.092494584	6.23717777	5.999028832	3.263799011	3.612516078	1.713417749	3.156708942	3.194905068	4.426592921	13.12580304	12.9062596	4.047770695	5.382981962	9.202361059	7.405610573	7.635778463	8.09126951	11.16099323	11.66864019	6.643695615	3.922822844	11.22583273	11.87312223	3.112772102	2.955029254	6.682409027	7.156801146	8.986613097	8.97463879	6.547193157	7.938392995	0.858634041	2.759226076	18.0827303	10.0991404	3.479986476	3.224742285	3.628987184	5.172584184	8.678948213	9.949219664	4.150314405	6.248875913	24.05345688	7.172913033	8.23356965	7.353790282	14.98511917	11.7684132
"P62937;P62937-2;F8WE65;C9J5S7;A0A7I2V4V1;A0A7I2V5J5;P0DN26;A0A0H2UH34;A0A0B4J2A2;A0A075B767;A0A075B759;Q9Y536;F5H284;E5RIZ5;A0A7P0S768;P0DN37"	"P62937;P62937-2;F8WE65;C9J5S7"	"10;7;6;6;3;2;2;2;2;2;2;2;2;1;1;1"	"10;7;6;6;3;2;2;2;2;2;2;2;2;1;1;1"	"10;7;6;6;3;2;2;2;2;2;2;2;2;1;1;1"	"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed;Peptidyl-prolyl cis-trans isomerase"	PPIA	16.56722852	22.38728855	88.99425106	81.82911058	2.162324394	4.852784932	23.83765498	18.96371662	16.14682724	20.15115407	6.508622266	11.51763836	22.30612587	16.51747954	33.16682069	32.07267776	16.55545728	19.51063156	36.36443434	18.59657149	24.46958911	26.63985365	34.03811402	29.03295436	24.76536017	13.48735503	57.2816682	65.34080543	22.44930161	22.08402702	26.58997084	21.00080195	52.31311359	54.27958844	8.970066011	13.12139716	6.486726346	18.82289073	69.4160257	33.53186138	4.133316162	2.298581799	10.47788171	2.632028605	30.10593011	34.13961474	16.55428917	20.42746604	75.56247393	18.81962544	26.35171526	24.00560711	47.55820488	34.69441656
"P06280;A0A6Q8PFA9;A0A3B3IUC4;A0A6Q8PGG0;A0A6Q8PHD1;A0A6Q8PHM8;V9GYN5;A0A669KAY7;A0A669KB83;A0A3B3IRU3"	"P06280;A0A6Q8PFA9;A0A3B3IUC4;A0A6Q8PGG0;A0A6Q8PHD1;A0A6Q8PHM8"	"12;11;11;10;9;7;5;4;4;4"	"12;11;11;10;9;7;5;4;4;4"	"12;11;11;10;9;7;5;4;4;4"	Alpha-galactosidase A	GLA	3.620869683	4.809877552	2.139568227	1.565645996	1.659139445	1.303307058	1.804849264	1.589845898	2.98702179	3.280339383	1.163104363	1.31433929	1.217819998	1.012233266	4.408482671	5.784489413	3.607245395	2.694491628	2.901953021	2.624614303	2.573952647	4.973829405	3.113613288	3.410482437	7.358381538	3.504797107	3.768710275	3.632293407	0.874367088	1.259246863	2.42083643	1.635528478	3.695081504	3.168905333	2.904259937	1.781634864	1.950633455	2.912209491	16.06751435	8.028120425	4.62867332	4.122940921	0.569313448	0.5502274	3.099563503	3.638217633	4.396084963	4.196586283	1.721613277	0.341267396	2.527910835	3.480787663	4.462033814	3.51318303
"Q9HCN6-2;Q9HCN6;Q9HCN6-3;K7EIW7"	"Q9HCN6-2;Q9HCN6;Q9HCN6-3;K7EIW7"	"7;7;7;4"	"7;7;7;4"	"7;7;7;4"	Platelet glycoprotein VI	GP6	8.776606912	10.72775654	6.728462022	5.698555955	5.740705872	5.450596278	13.4492105	12.34562795	11.11077045	11.15797581	7.906411499	11.61352813	12.43951645	12.04224269	23.44737272	22.82824649	5.888045205	6.772087688	1.784663012	2.883057546	25.07879298	26.87026192	6.062024775	4.560707823	24.57543455	20.57478928	9.311884332	10.82926051	1.413463936	3.907316228	6.292459745	5.30794046	9.088078663	10.02114943	9.929218677	15.83624252	4.886841989	6.184191451	32.53813369	17.96719105	8.04135166	8.175978789	0.588101187	3.975412883	14.4820751	17.30294581	6.999809247	6.854528346	16.0293847	5.829514312	4.540240491	7.477429783	41.05866253	37.55183414
"P06865;H3BP20;H3BS10;A0A804HIQ5;A0A804HLJ5;A0A804HKX5;A0A804HIC8;A0A804HIU3;H3BTD4;H3BU85;A0A804HJ97;A0A087WUJ7;P06865-2;A0A804HK32;H3BQ04;H3BT62;H3BVH8;A0A804HIC7;A0A087WTY2;A0A804HJK0;H3BRP6"	"P06865;H3BP20;H3BS10;A0A804HIQ5;A0A804HLJ5;A0A804HKX5;A0A804HIC8;A0A804HIU3;H3BTD4;H3BU85"	"13;13;12;11;11;11;9;7;7;7;5;2;2;1;1;1;1;1;1;1;1"	"13;13;12;11;11;11;9;7;7;7;5;2;2;1;1;1;1;1;1;1;1"	"13;13;12;11;11;11;9;7;7;7;5;2;2;1;1;1;1;1;1;1;1"	"Beta-hexosaminidase subunit alpha;Beta-hexosaminidase"	HEXA	3.614949612	5.224294846	2.237111849	1.84186902	0.371154818	0.269658763	3.573483317	2.84164568	2.47935756	2.90044013	1.119516203	1.283703272	3.95133202	3.608610522	4.613574873	3.954795735	5.601770511	7.732520002	5.540333281	4.862777078	4.473061087	4.907204864	3.6814896	5.05943446	8.302383685	4.388539942	2.256687113	4.073238241	0.686533774	0.741775633	2.985270342	2.54544569	3.029095937	3.302057992	1.361304551	2.302362119	1.221547242	2.242642464	15.71696617	4.525658469	3.99845146	4.231838046	12.54120429	19.15046026	1.731952044	2.23939024	1.970322959	1.668077792	6.145898474	1.058648505	1.410657663	0.936867011	2.024095688	1.540944397
"Q96KP4;Q96KP4-2;J3QKT2;A0A087WYZ1;J3KSV5;A0A087WVS2;J3QRH4;J3QRD0;J3QKQ0;J3QLU1;J3QR27;J3KRD5;J3QL02;J3QRA8;J3QQN6;J3KRJ8;J3QRP4;J3KSS4"	"Q96KP4;Q96KP4-2;J3QKT2"	"16;11;9;6;6;5;5;5;5;5;5;4;4;4;4;1;1;1"	"16;11;9;6;6;5;5;5;5;5;5;4;4;4;4;1;1;1"	"16;11;9;6;6;5;5;5;5;5;5;4;4;4;4;1;1;1"	Cytosolic non-specific dipeptidase	CNDP2	6.795372646	9.225519527	8.255753902	8.302612449	0.579054548	0.332438629	1.69554625	1.790039656	3.565542394	2.750205573	1.339404097	2.530190084	2.330938915	2.767673405	8.977410236	11.00281602	0.606025232	1.750380191	2.216250875	1.973902352	3.041506877	3.005770382	9.906434048	10.40488359	3.091387871	2.450039119	3.172271954	2.94050097	2.014915742	1.363321386	5.618724516	4.253614695	2.867119044	2.892010264	4.059124765	4.6075753	0.868743294	1.647242933	12.91591081	3.879070842	0.93372144	0.898960081	1.280528783	1.578631443	2.23971623	2.723760282	1.817349083	2.079685386	5.866787972	1.194970686	4.13351226	3.296342533	8.183204188	6.062952434
"P16870-2;P16870;D6RF88;C9JE88;D6R930"	"P16870-2;P16870"	"16;16;5;5;5"	"16;16;5;5;5"	"15;15;5;5;5"	Carboxypeptidase E	CPE	5.763986951	6.81675939	3.184268297	3.337238993	2.485567528	1.183237256	6.100158603	6.068423318	3.017418031	3.675477453	2.708327292	6.656614786	10.27163731	13.57455348	7.072917414	7.112190955	3.395373615	2.579037547	6.605444285	10.48586242	22.04027783	14.47151796	11.24275159	10.38483734	9.103911498	4.372002314	10.17332972	7.887219209	3.536830166	0.876922121	15.9398853	14.55925254	8.508686434	8.56638162	3.181566091	4.750889179	4.609688705	22.94145364	10.99589128	9.15408827	9.122221787	2.963630854	5.012542493	6.229802274	6.309018548	9.209314746	12.64797933	9.265321727	13.14550519	1.354402643	4.694372994	3.647117704	9.124645578	5.78980864
Q5T749	Q5T749	9	9	9	Keratinocyte proline-rich protein	KPRP	2.416247528	2.15703091	2.111201705	1.861580382	0.865447694	0.871062488	1.790121991	1.090011775	3.843350796	3.342658629	0.424665731	0.497272697	2.957865743	2.905756431	1.393023899	1.304683115	0.524215213	1.135839245	2.37151487	1.751261383	6.022849959	6.87080995	2.622763309	2.650441397	1.66513718	1.544604293	1.347540184	1.868442106	13.29353678	11.52773265	3.443326672	3.631882638	0.973228458	1.56718446	4.056856193	5.587195593	4.245228961	10.16047369	0.639643654	1.522314578	1.307908946	1.277809678	2.051349849	4.679237985	0.838369729	1.278996534	1.214831605	1.566451537	6.166297748	2.187800369	4.502612221	3.455606001	1.088315415	0.878288953
Q01459	Q01459	13	13	13	Di-N-acetylchitobiase	CTBS	24.27147631	28.45050229	22.01512005	20.75605204	7.807916005	7.088635739	13.84442616	16.50004711	11.50255569	11.91176726	14.66622435	23.60816563	12.43604773	10.94486069	6.696454986	6.816212294	14.84217785	17.3525529	35.37972323	30.10708465	26.03863163	30.84676832	15.25721829	16.49789901	21.41856752	18.92298989	13.45112235	18.93424065	2.521873946	1.443113268	15.48195003	10.66085435	15.8445373	12.77654401	20.54020832	34.2710187	8.713430207	26.48301612	38.90530788	24.63221423	19.3531179	28.10124887	3.508848405	4.548367052	10.65467418	16.01627388	15.37484708	18.28089972	23.87962809	5.64142141	12.17864779	14.86845226	11.46185738	11.78847009
"P68363;P68363-2;C9JDS9"	"P68363;P68363-2"	"15;14;4"	"15;14;4"	"0;0;0"	Tubulin alpha-1B chain	TUBA1B	3.528172129	3.733320472	26.27927443	19.50344845	0.385843641	0.499614369	1.816185012	1.857489092	0.69591945	0.910636653	0.284342852	0.598562756	2.686638946	3.108178747	5.489521535	5.726748841	3.863959181	4.071808288	2.573348145	2.447947406	1.844112431	2.166168507	3.733882245	3.579631324	0.92577011	0.884995815	10.41781744	12.21570207	3.514031245	3.168336337	2.630295415	2.523602486	11.37559409	11.13956885	0.650178985	1.366766429	2.72817126	8.513650285	20.60580467	7.698301941	2.89058672	1.926941786	3.317272229	5.685175141	4.330167402	4.928548774	3.936140624	4.777460677	11.38286204	4.432761823	11.09116571	10.46343286	14.29691672	8.105162249
"Q12860;Q12860-2;Q12860-3;F8VUI9;H0YIJ1;F8VQW3;F8VX96;F8VUI8"	"Q12860;Q12860-2;Q12860-3"	"18;17;9;2;1;1;1;1"	"18;17;9;2;1;1;1;1"	"18;17;9;2;1;1;1;1"	Contactin-1	CNTN1	0.817083489	1.157182765	0.151584584	0.294035066	0.311036399	0.335989417	2.335803463	2.306307944	1.72271639	1.682512619	0.633268571	0.935817807	1.489923235	1.780869088	2.579965884	2.482113254	1.112995175	1.223690916	2.198889245	2.167314152	4.508603507	3.568370115	1.997125316	2.182854384	2.264633747	1.730343778	0.785939008	0.767715442	1.451462987	1.269862433	2.604663631	2.928546549	0.921939388	1.028783752	1.293903026	2.262353387	0.220712177	0.283377306	5.242585388	3.603624661	0.395685118	0.338925717	0.212350855	0.14293672	2.510511257	3.513306181	0.932913063	1.007675703	3.031565566	0.800323564	0.7380464	0.761082682	1.496916413	1.125858473
"Q9UKU9;Q9UKU9-2;K7EKF6;Q8NI99"	"Q9UKU9;Q9UKU9-2"	"12;10;1;1"	"12;10;1;1"	"12;10;1;1"	Angiopoietin-related protein 2	ANGPTL2	2.55504722	4.752107347	1.182062125	1.066627981	3.915220818	3.456257481	24.25714261	18.58842571	9.93018092	11.47567598	9.523138611	10.87243415	12.45086623	8.266662654	10.20349755	10.29919095	0.315049986	0.725776912	10.6364545	12.86032991	15.74767324	17.89220556	13.45354561	14.57953082	22.45886714	8.790144027	5.689903481	4.150778139	9.557620213	9.824593466	7.970637475	13.2513324	5.197594062	6.327561362	2.111508189	10.49549772	0.731740804	2.743143097	28.28399129	9.558551462	3.626382301	5.374215016	1.442069724	1.685736381	10.11508213	10.55631476	5.301400894	2.601690119	14.29299177	3.541272652	4.798587438	5.684107993	4.063246904	4.350308612
"P08238;Q58FF7;Q58FF8;F8W026;A0A7P0Z405;A0A7P0T8R3;A0A7P0T885;Q58FF6;Q58FG0"	P08238	"19;5;3;2;2;2;2;2;1"	"19;5;3;2;2;2;2;2;1"	"10;2;1;0;0;0;0;0;0"	Heat shock protein HSP 90-beta	HSP90AB1	1.786023113	2.755344845	10.82227026	14.05136288	0.280853035	0.263050606	1.311764883	1.301393817	1.526576795	0.820523695	0.399533969	0.42417697	1.520021603	0.97503873	6.621344454	6.266284506	2.599677655	2.559452941	1.708049603	1.603237681	2.235125228	2.8258499	5.330279891	5.126752043	1.114027086	0.814186707	8.61223392	9.332524128	4.300727266	7.5820401	5.324936254	4.148263542	6.161663543	7.713204606	1.12287283	2.466006018	1.453837886	3.734349295	9.898708093	5.684482776	1.474823157	0.736079328	0.600934995	1.252953184	3.727697444	5.340357099	1.963954889	1.772693535	9.983118271	1.621355438	5.81146992	5.571353376	5.548589273	3.792928465
"A0A0C4DGN4;A0A0U1RQZ6;Q96DA0;I3L1H9;I3L3X0;A0A0U1RRM3;A0A0U1RQF6"	"A0A0C4DGN4;A0A0U1RQZ6;Q96DA0"	"5;5;5;2;2;2;2"	"5;5;5;2;2;2;2"	"5;5;5;2;2;2;2"	Zymogen granule protein 16 homolog B	ZG16B	18.12029246	22.90625476	5.66563974	5.513375861	16.39926749	11.91835333	58.73112095	47.95486956	20.13421352	13.3871579	8.031531938	11.33146855	7.821842177	11.272831	11.11640636	11.46717048	6.259486025	7.174010693	25.88842721	27.40757408	17.97032918	18.06862955	26.07104909	28.35112127	12.64764417	9.259209524	9.864087464	11.85610436	33.51665773	29.0370614	43.44706291	40.32473157	9.948389505	11.18002719	65.24966133	82.83722342	16.04923672	44.739659	25.06804161	26.14424206	26.55744421	27.96942058	1.955790682	2.538778451	23.5073086	29.27773783	19.5303588	19.06553509	21.88358758	6.548593537	13.30781517	6.491165553	44.33139342	35.89214009
"Q9H0W9;A0A087WT99;Q9H0W9-2;E9PQS1;Q9H0W9-3;E9PPB5;E9PIP1;E9PJU8;A0A1W2PRB8;Q9H0W9-4;E9PR95;E9PSC3;E9PLC5;E9PLB3"	"Q9H0W9;A0A087WT99;Q9H0W9-2;E9PQS1;Q9H0W9-3;E9PPB5;E9PIP1;E9PJU8;A0A1W2PRB8;Q9H0W9-4"	"9;8;8;7;7;6;5;5;5;5;4;4;4;4"	"9;8;8;7;7;6;5;5;5;5;4;4;4;4"	"9;8;8;7;7;6;5;5;5;5;4;4;4;4"	Ester hydrolase C11orf54	C11orf54	13.41265351	16.39617377	11.21276027	10.98841571	1.138182117	1.621454869	4.085723884	4.378562835	2.789378378	2.647289694	2.517898136	3.993228727	6.740437919	5.540440103	15.07150426	16.67911132	0.81479132	0.995317038	5.369379548	3.701396526	2.872530517	4.641485897	14.09809284	14.95780971	5.618977026	3.850541506	4.535435808	5.757181085	1.702753896	0.805294021	5.315759071	5.336239787	5.803887152	4.328848986	3.549109673	5.066891187	1.420402425	3.178340645	40.79205174	18.49814764	8.614044024	9.185864049	0.974187605	0.756668775	4.396331221	7.008284184	4.565936882	4.391695249	16.41392706	4.461796972	4.9906201	3.329262915	11.37565491	8.988636135
"P39060-2;P39060-1;P39060;H7BXV5;H7C457"	"P39060-2;P39060-1;P39060;H7BXV5"	"7;7;7;4;3"	"7;7;7;4;3"	"7;7;7;4;3"	"Collagen alpha-1(XVIII) chain;Endostatin"	COL18A1	2.55075868	3.157052502	0.215501672	0.250696	1.059441581	0.750302707	4.024223886	3.803665379	2.85541093	3.104884125	1.286114763	2.007244462	1.471961198	1.400716254	3.94429799	4.084205345	1.052864682	1.163873009	2.784071251	2.107449912	2.984298044	3.287565376	3.851283182	4.042642903	8.480574288	5.216145262	1.915050137	2.139037164	2.03833196	2.410167988	2.872810431	2.734726297	1.667962971	1.66158674	1.929109482	3.242003627	0.902244361	2.510649807	8.433952581	4.069022312	2.405084703	3.367089423	0.928343189	0.94139803	3.727294035	4.678241285	1.44745311	2.446638781	5.159866217	1.340550274	1.458267859	1.429004378	3.506815627	2.833080617
"P04180;J3QSE5;J3QKT0;I3L1Q6"	"P04180;J3QSE5"	"9;5;3;2"	"9;5;3;2"	"9;5;3;2"	Phosphatidylcholine-sterol acyltransferase	LCAT	4.344651562	4.636154442	4.225427859	3.139636033	3.538685364	3.392923805	8.359443485	7.346971934	4.354032501	4.644749507	3.842312771	5.1941626	3.969714159	3.700115338	5.830872362	5.906227205	1.942314495	1.345311923	7.400970595	7.520371909	12.31225145	13.26503661	7.12893925	7.173777997	7.337849898	3.989799488	2.282794248	2.151812415	1.128640947	0.917820344	5.411543583	5.440978331	1.001468744	2.115409799	4.83658919	10.05210582	2.105744534	8.438727772	14.97082075	9.946324668	8.317574067	9.129898349	0.776970636	2.944852748	7.436406448	9.597234052	7.182410908	6.215452432	4.389787549	1.518011158	3.267530984	3.101141009	6.229450606	5.419074982
"X6R8F3;P80188;P80188-2"	"X6R8F3;P80188;P80188-2"	"11;11;10"	"11;11;10"	"11;11;10"	Neutrophil gelatinase-associated lipocalin	LCN2	17.5984176	23.11312474	186.0038788	180.6317861	11.42229054	7.009351325	49.48274533	47.98854314	5.142722187	4.773015859	20.96234373	29.99198669	24.35791214	21.20484277	20.54623037	57.18908358	53.19452219	60.51541204	45.30715907	36.44006368	16.89937967	13.4212815	95.02888444	101.0890527	20.69189686	10.73270158	115.1115234	130.1622953	40.12422446	39.53954222	43.54879626	43.66454025	111.1155985	117.8681607	20.31151712	34.68096979	3.302334054	7.024005479	114.1445007	53.995305	67.27695739	70.34693984	49.33135236	75.86273574	27.17517702	45.24357837	99.22151968	96.27529567	55.75670115	132.6063912	46.60021939	47.17839917	382.4703964	261.1642744
"A0A7P0TBH1;A0A7P0T8D1;P01019;A0A7P0TA52;A0A7P0TAP4;A0A7P0Z441;A0A7P0T9S6"	"A0A7P0TBH1;A0A7P0T8D1;P01019;A0A7P0TA52;A0A7P0TAP4;A0A7P0Z441;A0A7P0T9S6"	"12;12;12;11;10;10;10"	"12;12;12;11;10;10;10"	"12;12;12;11;10;10;10"	"Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4"	AGT	3.664829009	4.528462731	2.115644319	1.750766901	6.49041679	6.005947371	9.963037605	12.99875132	3.382682714	3.405145446	12.83563101	19.76237531	6.949227964	5.591163319	4.420623708	3.368439466	3.425423679	3.149515815	12.90999624	10.35139036	12.53625239	12.36164793	5.631691767	5.48753557	12.83274909	7.560321301	2.549365862	2.226376439	3.690966693	3.361904331	3.91676955	3.19061655	2.157835264	1.125437794	4.391927286	8.040729312	4.041787171	11.20903515	15.05787993	7.540401917	1.409062059	1.684400887	6.609595681	10.24008467	5.253638455	6.714450115	7.953238276	6.759857951	18.54304687	4.594750006	7.173330695	7.217218216	2.517823593	2.214899773
"Q96AP7;F8WDW9;C9JIE7"	"Q96AP7;F8WDW9"	"7;7;2"	"7;7;2"	"7;7;2"	Endothelial cell-selective adhesion molecule	ESAM	3.165116299	4.286398293	1.129227746	0.880613512	6.671016656	5.836180706	19.17727197	20.07193133	6.587258545	6.642750275	8.423085559	17.01670713	22.7578209	22.45708027	3.557984312	3.364541574	3.368108722	3.991426707	23.09408941	18.32178346	16.24542564	16.7968205	10.46258463	11.1408853	21.72371664	13.21286076	11.30794433	11.78899605	1.35690552	1.347239289	13.33349043	12.72381862	10.75612436	12.10331087	21.01742228	32.77278709	1.565274095	4.709279756	24.97709177	13.92768849	4.034381754	3.971525614	0.785169975	1.246610379	12.36197345	15.73416601	5.256419612	5.456745201	9.486096894	4.201676476	5.703378794	7.18966962	17.55007555	14.38834027
"P13473-2;P13473;P13473-3;H0YCG2"	"P13473-2;P13473;P13473-3"	"4;4;4;1"	"4;4;4;1"	"4;4;4;1"	Lysosome-associated membrane glycoprotein 2	LAMP2	16.79389807	20.06005743	15.57576686	14.71231403	2.853655401	2.325510849	8.078720615	7.332161496	6.680057337	6.570996416	7.291581074	10.47451989	3.611110095	5.202383162	16.98818783	31.52769959	28.135912	33.07284097	7.977452668	6.905784481	10.46931578	11.57519643	14.91626545	10.17794655	34.42013093	12.20343979	12.95191392	15.5210103	7.14517776	6.966286061	6.393790587	5.922107878	13.38274631	8.246025242	14.96900046	21.67927854	7.542630112	16.82247195	30.92128932	22.49550622	24.11740302	23.42290094	2.168369951	3.066033657	3.182753176	7.116138563	14.08745831	13.77829564	11.90946697	8.035987526	10.89941079	11.02221376	4.182499032	3.261251595
"P24855;I3L298;P24855-2;I3L4B8;I3L0Z9;I3L530;I3L4C7"	P24855	"9;4;3;2;2;1;1"	"9;4;3;2;2;1;1"	"9;4;3;2;2;1;1"	Deoxyribonuclease-1	DNASE1	25.9462317	35.08933809	19.70855529	23.85623397	10.03529719	10.883931	70.90616668	75.75205237	56.73260779	75.26266257	20.52433532	34.85657409	20.65040207	20.76807679	45.46426271	48.41297018	10.07158985	6.693950303	95.53452986	88.72601041	72.36658321	93.54629505	46.22575884	57.37592533	145.9354866	90.9080152	42.60288201	48.69170938	28.01950548	26.12192089	57.35753022	53.77986778	45.0846974	42.12695075	34.31623379	79.70035538	14.97240336	43.3228489	321.4427749	269.2697997	49.9686319	55.28737264	9.344662519	17.22981308	83.76811005	100.0103842	51.16577075	38.5252734	81.59468291	26.58451235	20.22181045	20.9183717	37.15326599	28.54687222
"P07686;Q5URX0;H0Y9B6;H0YA83;D6REQ8"	"P07686;Q5URX0;H0Y9B6;H0YA83"	"14;12;8;7;1"	"14;12;8;7;1"	"14;12;8;7;1"	"Beta-hexosaminidase subunit beta;Beta-hexosaminidase subunit beta chain B;Beta-hexosaminidase subunit beta chain A"	HEXB	6.046779585	7.446016707	1.993424295	2.563647786	0.611577279	0.608918216	3.26267381	2.769364238	3.849381579	1.754508421	23.38033273	1.82671706	2.302469074	2.516551395	3.603823419	4.305419878	7.490165221	8.802097214	4.408856851	3.189221713	5.997104721	6.400195361	6.426148278	6.8614175	12.2021757	7.278510927	5.663899399	6.601118782	0.784805243	0.66695025	3.916933421	3.839327535	5.611164177	4.714336862	13.81870657	21.41711334	1.501528579	4.003653759	15.52800315	7.421961961	4.726112643	7.71213987	2.309064714	3.523341926	2.469431435	2.140101805	3.909967686	3.517563189	4.045716022	1.55316447	1.496915311	2.220918056	3.077446807	2.489952491
"P15941-2;P15941-8;A0A0C4DGW3;A0A0A0MSH4;P15941-11;A0A087WVJ0;P15941-3;P15941-4;P15941;P15941-7;P15941-17;A0A0A0MRB3;B1AVQ7;A0A087X0L2;P15941-6;P15941-15;P15941-12;P15941-13;A6ZIE4;P15941-9;P15941-16;P15941-10;Q7Z536;A0A087WZZ6;A0A087X061;V9GZ38"	"P15941-2;P15941-8;A0A0C4DGW3;A0A0A0MSH4;P15941-11;A0A087WVJ0;P15941-3;P15941-4;P15941;P15941-7;P15941-17;A0A0A0MRB3;B1AVQ7;A0A087X0L2;P15941-6;P15941-15;P15941-12;P15941-13;A6ZIE4;P15941-9;P15941-16;P15941-10"	"6;6;6;6;6;6;6;6;6;6;6;5;5;4;4;4;3;3;3;3;3;3;2;2;2;1"	"6;6;6;6;6;6;6;6;6;6;6;5;5;4;4;4;3;3;3;3;3;3;2;2;2;1"	"6;6;6;6;6;6;6;6;6;6;6;5;5;4;4;4;3;3;3;3;3;3;2;2;2;1"	"Mucin-1;Mucin-1 subunit alpha;Mucin-1 subunit beta"	MUC1	2.893992434	3.309752963	2.496034842	2.614370039	1.327423398	1.239362228	6.35669834	5.528075758	5.269139406	5.140199033	1.302095977	2.000589951	5.067429695	5.053736119	6.543107711	7.372310505	3.024661798	4.008148914	3.76925065	3.320050953	5.079835773	5.431850478	4.845399216	5.176879278	8.233479276	5.123067483	3.358987519	4.505103028	2.828825504	2.344741119	3.287541696	3.137721668	3.880963032	4.143974414	3.092562043	5.263264388	1.060352009	3.099322647	13.07184187	10.15222509	1.53451866	2.868907251	0.388771066	0.591117175	5.848999466	7.496763245	2.798499553	2.391711835	9.727049682	3.41066126	1.518505908	1.794592477	5.105820893	4.315177477
